cnmc_code,canonical_description,category_id,category_name,sector,standard_uom,duplicate_count,affected_cpses,specifications
CNMC-BRG-DGBB-6208-ZZ-03546,DEEP GROOVE BALL BEARING 40X80X18MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Gas Transmission & Petrochem,EA,1,CPSE-GAIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 40X80X18MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-BRG-DGBB-6308-2RS1-03547,DEEP GROOVE BALL BEARING 40X90X23MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""DEEP GROOVE BALL BEARING 40X90X23MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-ELE-MCCB-250A-3P-36KA-03548,MOULDED CASE CIRCUIT BREAKER 250A 3P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""MOULDED CASE CIRCUIT BREAKER 250A 3P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2""}"
CNMC-ELE-MCB-32A-1P-C-03549,MINIATURE CIRCUIT BREAKER 32A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""MINIATURE CIRCUIT BREAKER 32A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1""}"
CNMC-ELE-MCB-10A-1P-C-03550,MINIATURE CIRCUIT BREAKER 10A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Refining & Petrochemicals,EA,1,CPSE-IOCL,"{""spec_text"": ""MINIATURE CIRCUIT BREAKER 10A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1""}"
CNMC-FLG-WNRF-4INCH-150#-A105-03551,FORGED CARBON STEEL FLANGE WNRF SIZE 4 INCH CLASS 150# ASTM A105 ASME B16.5,PIPING-FITTINGS,PIPING-FITTINGS,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""FORGED CARBON STEEL FLANGE WNRF SIZE 4 INCH CLASS 150# ASTM A105 ASME B16.5""}"
CNMC-ELE-MCB-32A-4P-C-03552,MINIATURE CIRCUIT BREAKER 32A 4P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Refining & Petrochemicals,EA,1,CPSE-IOCL,"{""spec_text"": ""MINIATURE CIRCUIT BREAKER 32A 4P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1""}"
CNMC-ELE-MCCB-400A-3P-50KA-03553,MOULDED CASE CIRCUIT BREAKER 400A 3P 415V AC 50KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Heavy Electrical Engineering,EA,3,"CPSE-BHEL, CPSE-ONGC","{""spec_text"": ""MOULDED CASE CIRCUIT BREAKER 400A 3P 415V AC 50KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2""}"
CNMC-BRG-SPH-22316-NORMAL-03554,SPHERICAL ROLLER BEARING 80X170X58MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""SPHERICAL ROLLER BEARING 80X170X58MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-INS-GAUGE-0-100KGCM2-150MM-03555,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-100 KG/CM2 DIAL 150MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-100 KG/CM2 DIAL 150MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100""}"
CNMC-FAS-BOLT-M20X65MM-8.8-03556,HEXAGONAL HEAD BOLT HIGH TENSILE M20 X 65MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,HARDWARE-FASTENERS,HARDWARE-FASTENERS,Thermal Power Generation,NO,1,CPSE-NTPC,"{""spec_text"": ""HEXAGONAL HEAD BOLT HIGH TENSILE M20 X 65MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED""}"
CNMC-SEAL-SPRL-2INCH-150#-SS304-03557,SPIRAL WOUND METALLIC GASKET 2 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,GASKETS-SEALING-PRODUCTS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""SPIRAL WOUND METALLIC GASKET 2 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20""}"
CNMC-BRG-DGBB-6312-OPEN-03558,DEEP GROOVE BALL BEARING 60X130X31MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 60X130X31MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-BRG-DGBB-6204-ZZ-03559,DEEP GROOVE BALL BEARING 20X47X14MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Gas Transmission & Petrochem,EA,1,CPSE-GAIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 20X47X14MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-ELE-MCB-16A-1P-C-03560,MINIATURE CIRCUIT BREAKER 16A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Gas Transmission & Petrochem,EA,1,CPSE-GAIL,"{""spec_text"": ""MINIATURE CIRCUIT BREAKER 16A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1""}"
CNMC-FAS-STUD-34INCHX120MM-B7-2H-03561,HIGH TENSILE ALLOY STEEL STUD BOLT 3/4 INCH X 120MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,HARDWARE-FASTENERS,HARDWARE-FASTENERS,Heavy Electrical Engineering,SET,1,CPSE-BHEL,"{""spec_text"": ""HIGH TENSILE ALLOY STEEL STUD BOLT 3/4 INCH X 120MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H""}"
CNMC-BRG-SPH-22216K-NORMAL-03562,SPHERICAL ROLLER BEARING 80X140X33MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""SPHERICAL ROLLER BEARING 80X140X33MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-INS-RTD-PT100-SIMPLEX-200MM-03563,RESISTANCE TEMPERATURE DETECTOR SIMPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 200MM SS316 IEC 60751,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Thermal Power Generation,EA,2,CPSE-NTPC,"{""spec_text"": ""RESISTANCE TEMPERATURE DETECTOR SIMPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 200MM SS316 IEC 60751""}"
CNMC-SEAL-SPRL-3INCH-300#-SS304-03564,SPIRAL WOUND METALLIC GASKET 3 INCH CLASS 300# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,GASKETS-SEALING-PRODUCTS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""SPIRAL WOUND METALLIC GASKET 3 INCH CLASS 300# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20""}"
CNMC-BRG-DGBB-6210-2RS1-03565,DEEP GROOVE BALL BEARING 50X90X20MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 50X90X20MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-BRG-DGBB-6208-OPEN-03566,DEEP GROOVE BALL BEARING 40X80X18MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 40X80X18MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-ELE-MCCB-100A-3P-25KA-03567,MOULDED CASE CIRCUIT BREAKER 100A 3P 415V AC 25KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""MOULDED CASE CIRCUIT BREAKER 100A 3P 415V AC 25KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2""}"
CNMC-BRG-SPH-22222K-C3-03568,SPHERICAL ROLLER BEARING 110X200X53MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""SPHERICAL ROLLER BEARING 110X200X53MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-BRG-SPH-22224-NORMAL-03569,SPHERICAL ROLLER BEARING 120X215X58MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""SPHERICAL ROLLER BEARING 120X215X58MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-INS-GAUGE-0-100KGCM2-150MM-03570,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-100 KG/CM2 DIAL 150MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Oil & Gas Upstream,EA,2,"CPSE-IOCL, CPSE-ONGC","{""spec_text"": ""INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-100 KG/CM2 DIAL 150MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100""}"
CNMC-BRG-SPH-22220-NORMAL-03571,SPHERICAL ROLLER BEARING 100X180X46MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Refining & Petrochemicals,EA,1,CPSE-IOCL,"{""spec_text"": ""SPHERICAL ROLLER BEARING 100X180X46MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-INS-XMTR-DIFFPRESSURE-0-10000MMWC-4-20MAHART-03572,SMART DIFF PRESSURE TRANSMITTER RANGE 0-10000 MMWC OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Refining & Petrochemicals,EA,1,CPSE-IOCL,"{""spec_text"": ""SMART DIFF PRESSURE TRANSMITTER RANGE 0-10000 MMWC OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%""}"
CNMC-FLTR-CART-25MICRON-30INCH-SS316-03573,SPUN BONDED CARTRIDGE FILTER RATING 25 MICRON LENGTH 30 INCH MATERIAL SS316 DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,FILTERS-CONSUMABLES,FILTERS-CONSUMABLES,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""SPUN BONDED CARTRIDGE FILTER RATING 25 MICRON LENGTH 30 INCH MATERIAL SS316 DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS""}"
CNMC-BRG-DGBB-6305-OPEN-03574,DEEP GROOVE BALL BEARING 25X62X17MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 25X62X17MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-BRG-SPH-22316-NORMAL-03575,SPHERICAL ROLLER BEARING 80X170X58MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""SPHERICAL ROLLER BEARING 80X170X58MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-ELE-MCCB-250A-4P-36KA-03576,MOULDED CASE CIRCUIT BREAKER 250A 4P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""MOULDED CASE CIRCUIT BREAKER 250A 4P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2""}"
CNMC-VLV-GATE-3INCH-150#-CF8M-03577,GATE VALVE 3 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""GATE VALVE 3 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34""}"
CNMC-INS-GAUGE-0-250KGCM2-150MM-03578,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-250 KG/CM2 DIAL 150MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Heavy Electrical Engineering,EA,2,"CPSE-BHEL, CPSE-IOCL","{""spec_text"": ""INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-250 KG/CM2 DIAL 150MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100""}"
CNMC-BRG-SPH-22220-C3-03579,SPHERICAL ROLLER BEARING 100X180X46MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""SPHERICAL ROLLER BEARING 100X180X46MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-BRG-DGBB-6308-OPEN-03580,DEEP GROOVE BALL BEARING 40X90X23MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""DEEP GROOVE BALL BEARING 40X90X23MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-ELE-MCB-16A-3P-C-03581,MINIATURE CIRCUIT BREAKER 16A 3P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Refining & Petrochemicals,EA,1,CPSE-IOCL,"{""spec_text"": ""MINIATURE CIRCUIT BREAKER 16A 3P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1""}"
CNMC-FLTR-CART-25MICRON-30INCH-SS316-03582,SPUN BONDED CARTRIDGE FILTER RATING 25 MICRON LENGTH 30 INCH MATERIAL SS316 DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,FILTERS-CONSUMABLES,FILTERS-CONSUMABLES,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""SPUN BONDED CARTRIDGE FILTER RATING 25 MICRON LENGTH 30 INCH MATERIAL SS316 DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS""}"
CNMC-FAS-BOLT-M16X65MM-8.8-03583,HEXAGONAL HEAD BOLT HIGH TENSILE M16 X 65MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,HARDWARE-FASTENERS,HARDWARE-FASTENERS,Steel & Metals,NO,1,CPSE-SAIL,"{""spec_text"": ""HEXAGONAL HEAD BOLT HIGH TENSILE M16 X 65MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED""}"
CNMC-ELE-CONT-45A-3TF35-230V-03584,3-POLE POWER CONTACTOR 45A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""3-POLE POWER CONTACTOR 45A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1""}"
CNMC-VLV-BALL-3INCH-150#-WCB-03585,3-PIECE BALL VALVE FULL BORE 3 INCH CLASS 150# FLANGED BODY WCB PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Gas Transmission & Petrochem,EA,1,CPSE-GAIL,"{""spec_text"": ""3-PIECE BALL VALVE FULL BORE 3 INCH CLASS 150# FLANGED BODY WCB PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34""}"
CNMC-BRG-DGBB-6312-ZZ-03586,DEEP GROOVE BALL BEARING 60X130X31MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 60X130X31MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-BRG-DGBB-6205-OPEN-03587,DEEP GROOVE BALL BEARING 25X52X15MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 25X52X15MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-BRG-DGBB-6206-OPEN-03588,DEEP GROOVE BALL BEARING 30X62X16MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""DEEP GROOVE BALL BEARING 30X62X16MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-FLG-WNRF-4INCH-150#-A105-03589,FORGED CARBON STEEL FLANGE WNRF SIZE 4 INCH CLASS 150# ASTM A105 ASME B16.5,PIPING-FITTINGS,PIPING-FITTINGS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""FORGED CARBON STEEL FLANGE WNRF SIZE 4 INCH CLASS 150# ASTM A105 ASME B16.5""}"
CNMC-ELE-CONT-45A-3TF35-230V-03590,3-POLE POWER CONTACTOR 45A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""3-POLE POWER CONTACTOR 45A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1""}"
CNMC-INS-GAUGE-0-40KGCM2-100MM-03591,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-40 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,INSTRUMENTATION-CONTROL,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-40 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100""}"
CNMC-BRG-SPH-22216K-NORMAL-03592,SPHERICAL ROLLER BEARING 80X140X33MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""SPHERICAL ROLLER BEARING 80X140X33MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-CBL-LTXLPE-3.5CX240SQMM-1.1KV-03593,1.1KV GRADE 3.5C X 240 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,ELECTRICAL-CABLES,ELECTRICAL-CABLES,Refining & Petrochemicals,MTR,1,CPSE-IOCL,"{""spec_text"": ""1.1KV GRADE 3.5C X 240 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098""}"
CNMC-ELE-CONT-25A-3TF33-230V-03594,3-POLE POWER CONTACTOR 25A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""3-POLE POWER CONTACTOR 25A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1""}"
CNMC-BRG-SPH-22222-NORMAL-03595,SPHERICAL ROLLER BEARING 110X200X53MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""SPHERICAL ROLLER BEARING 110X200X53MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-PIPE-3INCH-SCH40-ASTMA106GRB-03596,SEAMLESS PIPE SIZE 3 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,PIPING-TUBES,PIPING-TUBES,Thermal Power Generation,MTR,1,CPSE-NTPC,"{""spec_text"": ""SEAMLESS PIPE SIZE 3 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M""}"
CNMC-BRG-SPH-22314-C3-03597,SPHERICAL ROLLER BEARING 70X150X51MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Coal Mining & Extraction,EA,2,"CPSE-BHEL, CPSE-CIL","{""spec_text"": ""SPHERICAL ROLLER BEARING 70X150X51MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-VLV-CHECK-2INCH-150#-WCB-03598,SWING CHECK NON RETURN VALVE 2 INCH CLASS 150# FLANGED RF BODY WCB TRIM 8 BS 1868 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Heavy Electrical Engineering,EA,2,"CPSE-BHEL, CPSE-ONGC","{""spec_text"": ""SWING CHECK NON RETURN VALVE 2 INCH CLASS 150# FLANGED RF BODY WCB TRIM 8 BS 1868 / ASME B16.34""}"
CNMC-BRG-DGBB-6312-OPEN-03599,DEEP GROOVE BALL BEARING 60X130X31MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Oil & Gas Upstream,EA,2,"CPSE-IOCL, CPSE-ONGC","{""spec_text"": ""DEEP GROOVE BALL BEARING 60X130X31MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-VLV-GATE-3INCH-300#-WCB-03600,GATE VALVE 3 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,PIPING-VALVES,Oil & Gas Upstream,EA,1,CPSE-ONGC,"{""spec_text"": ""GATE VALVE 3 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34""}"
CNMC-BRG-DGBB-6205-OPEN-03601,DEEP GROOVE BALL BEARING 25X52X15MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Thermal Power Generation,EA,1,CPSE-NTPC,"{""spec_text"": ""DEEP GROOVE BALL BEARING 25X52X15MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
CNMC-BRG-SPH-22224K-NORMAL-03602,SPHERICAL ROLLER BEARING 120X215X58MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,MRO-BEARINGS,Heavy Electrical Engineering,EA,2,"CPSE-BHEL, CPSE-ONGC","{""spec_text"": ""SPHERICAL ROLLER BEARING 120X215X58MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15""}"
CNMC-ELE-MCCB-100A-3P-25KA-03603,MOULDED CASE CIRCUIT BREAKER 100A 3P 415V AC 25KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,ELECTRICAL-SWITCHGEAR,Heavy Electrical Engineering,EA,1,CPSE-BHEL,"{""spec_text"": ""MOULDED CASE CIRCUIT BREAKER 100A 3P 415V AC 25KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2""}"
CNMC-BRG-DGBB-6204-OPEN-03604,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,MRO-BEARINGS,Steel & Metals,EA,1,CPSE-SAIL,"{""spec_text"": ""DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455""}"
