source_material_code,cpse_id,sector,plant_code,raw_description,cleaned_description,cnmc_code,canonical_description,category_id,standard_uom,source_uom,match_type,match_confidence,review_status,issue_flag,unit_price_inr,current_stock_qty,annual_procurement_qty
MAT-398295,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,BEARING SPH ROLLER 22216K C3,bearing sph roller 22216k c3,CNMC-BRG-SPH-22216K-C3-04024,SPHERICAL ROLLER BEARING 80X140X33MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,6002.71,7,37
MAT-458301,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,GATE VALVE 6 INCH 150# WCB FLGD,gate valve 6 inch 150# wcb flgd,CNMC-VLV-GATE-6INCH-150#-WCB-04025,GATE VALVE 6 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,34117.69,4,12
MAT-721763,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,CONTACTOR 25A 3P 230VAC 3TF33,contactor 25a 3p 230vac 3tf33,CNMC-ELE-CONT-25A-3TF33-230V-04026,3-POLE POWER CONTACTOR 25A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,3166.15,5,15
MAT-175940,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,CONTACTOR 25A 3P 230VAC 3TF33,contactor 25a 3p 230vac 3tf33,CNMC-ELE-CONT-25A-3TF33-230V-04026,3-POLE POWER CONTACTOR 25A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,3542.57,1,6
MAT-138775,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,CASING WEAR RING DIA 260MM CA6NM,casing wear ring dia 260mm ca6nm,CNMC-ROT-CASINGWEARRING-DIA260MM-04027,CENTRIFUGAL PUMP SPARE CASING WEAR RING SIZE DIA 260MM SPECIFICATION CA6NM API 610 / API 682 COMPLIANT,PUMPS-ROTATING-SPARES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,14975.66,12,47
MAT-137269,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,BEARING BALL 6207 2RS1 C3,bearing ball 6207 2rs1 c3,CNMC-BRG-DGBB-6207-2RS1-04028,DEEP GROOVE BALL BEARING 35X72X17MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,687.89,2,8
MAT-198286,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,BRG BL 6207 2RS1 C3,brg bl 6207 2rs1 c3,CNMC-BRG-DGBB-6207-2RS1-04028,DEEP GROOVE BALL BEARING 35X72X17MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,666.3,4,17
MAT-901973,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,TEMPERATURE TRANSMITTER 0-400 DEG C 4-20,temperature transmitter 0-400 deg c 4-20,CNMC-INS-XMTR-TEMPERATURE-0-400DEGC-4-20MAHART-04029,SMART TEMPERATURE TRANSMITTER RANGE 0-400 DEG C OUTPUT 4-20MA HART DIAPHRAGM HEAD MOUNT PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,25981.85,3,19
MAT-920613,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,BEARING SPH ROLLER 22316 C3,bearing sph roller 22316 c3,CNMC-BRG-SPH-22316-C3-04030,SPHERICAL ROLLER BEARING 80X170X58MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,20243.16,9,23
MAT-130588,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,PRESSURE GAUGE 0-16 KG/CM2 DIAL 100MM,pressure gauge 0-16 kg/cm2 dial 100mm,CNMC-INS-GAUGE-0-16KGCM2-100MM-04031,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2793.22,12,42
MAT-682436,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,MCB 32A 1P C CURVE 10KA,mcb 32a 1p c curve 10ka,CNMC-ELE-MCB-32A-1P-C-04032,MINIATURE CIRCUIT BREAKER 32A 1P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,300.88,2,14
MAT-548774,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,PIPE SMLS CS 6 INCH SCH40 ASTM A106 GR B,pipe smls cs 6 inch sch40 astm a106 gr b,CNMC-PIPE-6INCH-SCH40-ASTMA106GRB-04033,SEAMLESS PIPE SIZE 6 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,UNIQUE,1.0,AUTO_APPROVED,,3023.05,3,19
MAT-266226,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,BEARING BALL 6308 ZZ C3,bearing ball 6308 zz c3,CNMC-BRG-DGBB-6308-ZZ-04034,DEEP GROOVE BALL BEARING 40X90X23MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,1360.3,7,24
MAT-300000,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,BEARING SPH ROLLER 22216 C3,bearing sph roller 22216 c3,CNMC-BRG-SPH-22216-C3-04035,SPHERICAL ROLLER BEARING 80X140X33MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,7026.22,5,27
MAT-957193,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,BEARING SPH RLLR 22216 C3,bearing sph rllr 22216 c3,CNMC-BRG-SPH-22216-C3-04035,SPHERICAL ROLLER BEARING 80X140X33MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,6917.03,5,26
MAT-335464,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,PRESSURE GAUGE 0-40 KG/CM2 DIAL 100MM,pressure gauge 0-40 kg/cm2 dial 100mm,CNMC-INS-GAUGE-0-40KGCM2-100MM-04036,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-40 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2744.86,12,34
MAT-325381,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,BEARING BALL 6206 2RS1 C3,bearing ball 6206 2rs1 c3,CNMC-BRG-DGBB-6206-2RS1-04037,DEEP GROOVE BALL BEARING 30X62X16MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,501.36,18,48
MAT-172977,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,PIPE SMLS CS 6 INCH SCH40 ASTM A106 GR B,pipe smls cs 6 inch sch40 astm a106 gr b,CNMC-PIPE-6INCH-SCH40-ASTMA106GRB-04038,SEAMLESS PIPE SIZE 6 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,UNIQUE,1.0,AUTO_APPROVED,,2939.12,11,33
MAT-720626,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,BEARING SPH ROLLER 22226K NORMAL,bearing sph roller 22226k normal,CNMC-BRG-SPH-22226K-NORMAL-04039,SPHERICAL ROLLER BEARING 130X230X64MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,29248.16,15,35
MAT-378825,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,BEARING SPH ROLLER 22226K NORMAL,bearing sph roller 22226k normal,CNMC-BRG-SPH-22226K-NORMAL-04039,SPHERICAL ROLLER BEARING 130X230X64MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,29354.16,1,6
MAT-518850,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,BRG SPH ROLLER 22226K NORMAL,brg sph roller 22226k normal,CNMC-BRG-SPH-22226K-NORMAL-04039,SPHERICAL ROLLER BEARING 130X230X64MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,24608.49,9,25
MAT-313013,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,BEARING SPH ROLLER 22220 C3,bearing sph roller 22220 c3,CNMC-BRG-SPH-22220-C3-04040,SPHERICAL ROLLER BEARING 100X180X46MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,14647.32,15,36
MAT-931416,CPSE-IOCL,Refining & Petrochemicals,IOCL-PANIPAT-REFINERY,BEARING BALL 6204 OPEN C3,bearing ball 6204 open c3,CNMC-BRG-DGBB-6204-OPEN-04041,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,220.69,10,43
MAT-151191,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,STUD BOLT 3/4 INCH X 140MM B7 W/2NUTS 2H,stud bolt 3/4 inch x 140mm b7 w/2nuts 2h,CNMC-FAS-STUD-34INCHX140MM-B7-2H-04042,HIGH TENSILE ALLOY STEEL STUD BOLT 3/4 INCH X 140MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,HARDWARE-FASTENERS,SET,SET,UNIQUE,1.0,AUTO_APPROVED,,434.77,31,160
MAT-998551,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,BEARING BALL 6207 ZZ C3,bearing ball 6207 zz c3,CNMC-BRG-DGBB-6207-ZZ-04043,DEEP GROOVE BALL BEARING 35X72X17MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,595.71,5,14
MAT-387108,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,BRG BALL 6207 ZZ C3,brg ball 6207 zz c3,CNMC-BRG-DGBB-6207-ZZ-04043,DEEP GROOVE BALL BEARING 35X72X17MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,536.02,4,15
MAT-940069,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,SPIRAL WOUND GASKET 2 INCH 300# SS304/GR,spiral wound gasket 2 inch 300# ss304/gr,CNMC-SEAL-SPRL-2INCH-300#-SS304-04044,SPIRAL WOUND METALLIC GASKET 2 INCH CLASS 300# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,473.92,132,395
MAT-510172,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,HEX HEAD BOLT M20 X 65MM GR 8.8,hex head bolt m20 x 65mm gr 8.8,CNMC-FAS-BOLT-M20X65MM-8.8-04045,HEXAGONAL HEAD BOLT HIGH TENSILE M20 X 65MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,HARDWARE-FASTENERS,NO,NO,UNIQUE,1.0,AUTO_APPROVED,,115.69,236,579
MAT-440870,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,BEARING SPH ROLLER 22314K NORMAL,bearing sph roller 22314k normal,CNMC-BRG-SPH-22314K-NORMAL-04046,SPHERICAL ROLLER BEARING 70X150X51MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,11644.0,4,17
MAT-698078,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,BEARING SPH ROLLER 22222K C3,bearing sph roller 22222k c3,CNMC-BRG-SPH-22222K-C3-04047,SPHERICAL ROLLER BEARING 110X200X53MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,19412.85,11,50
MAT-293730,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,HEX HEAD BOLT M20 X 100MM GR 8.8,hex head bolt m20 x 100mm gr 8.8,CNMC-FAS-BOLT-M20X100MM-8.8-04048,HEXAGONAL HEAD BOLT HIGH TENSILE M20 X 100MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,HARDWARE-FASTENERS,NO,NO,UNIQUE,1.0,AUTO_APPROVED,,146.82,92,290
MAT-906609,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,BEARING SPH ROLLER 22320 C3,bearing sph roller 22320 c3,CNMC-BRG-SPH-22320-C3-04049,SPHERICAL ROLLER BEARING 100X215X73MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,32056.25,1,4
MAT-122024,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,CONTACTOR 25A 3P 230VAC 3TF33,contactor 25a 3p 230vac 3tf33,CNMC-ELE-CONT-25A-3TF33-230V-04050,3-POLE POWER CONTACTOR 25A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,3268.21,4,20
MAT-601635,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,CONTACTOR 25A 3P 230VAC 3TF33,contactor 25a 3p 230vac 3tf33,CNMC-ELE-CONT-25A-3TF33-230V-04050,3-POLE POWER CONTACTOR 25A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,3542.71,10,44
MAT-250698,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,BEARING SPH ROLLER 22216K NORMAL,bearing sph roller 22216k normal,CNMC-BRG-SPH-22216K-NORMAL-04051,SPHERICAL ROLLER BEARING 80X140X33MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,6031.36,9,31
MAT-297954,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,BEARING SPH ROLLER 22216K NORMAL,bearing sph roller 22216k normal,CNMC-BRG-SPH-22216K-NORMAL-04051,SPHERICAL ROLLER BEARING 80X140X33MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,5665.17,50,151
MAT-508096,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-PATA-PETROCHEMICAL,BEARING SPH ROLLER 22316K C3,bearing sph roller 22316k c3,CNMC-BRG-SPH-22316K-C3-04052,SPHERICAL ROLLER BEARING 80X170X58MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,21366.57,3,12
MAT-244563,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,BEARING BALL 6205 2RS1 C3,bearing ball 6205 2rs1 c3,CNMC-BRG-DGBB-6205-2RS1-04053,DEEP GROOVE BALL BEARING 25X52X15MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,377.15,10,37
MAT-594652,CPSE-IOCL,Refining & Petrochemicals,IOCL-HALDIA-REFINERY,GATE VALVE 3 INCH 150# CF8M FLGD,gate valve 3 inch 150# cf8m flgd,CNMC-VLV-GATE-3INCH-150#-CF8M-04054,GATE VALVE 3 INCH CLASS 150# FLANGED RF OS&Y RISING STEM BODY CF8M TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,46301.86,0,3
MAT-898195,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,BALL VALVE 2 INCH 150# WCB FLGD,ball valve 2 inch 150# wcb flgd,CNMC-VLV-BALL-2INCH-150#-WCB-04055,3-PIECE BALL VALVE FULL BORE 2 INCH CLASS 150# FLANGED BODY WCB PTFE SEAT LEVER OPERATED BS 5351 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,6603.14,3,12
MAT-510049,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,SPIRAL WOUND GASKET 3 INCH 150# SS304/GR,spiral wound gasket 3 inch 150# ss304/gr,CNMC-SEAL-SPRL-3INCH-150#-SS304-04056,SPIRAL WOUND METALLIC GASKET 3 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,418.28,93,262
MAT-411290,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,SPIRAL WOUND GASKET 3 IN 150# SS304/GRAP,spiral wound gasket 3 in 150# ss304/grap,CNMC-SEAL-SPRL-3INCH-150#-SS304-04056,SPIRAL WOUND METALLIC GASKET 3 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,443.2,125,293
MAT-486570,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,DIFF PRESSURE TRANSMITTER 0-10000 MMWC 4,diff pressure transmitter 0-10000 mmwc 4,CNMC-INS-XMTR-DIFFPRESSURE-0-10000MMWC-4-20MAHART-04057,SMART DIFF PRESSURE TRANSMITTER RANGE 0-10000 MMWC OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,77388.04,8,25
MAT-927341,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,BEARING SPH ROLLER 22224K NORMAL,bearing sph roller 22224k normal,CNMC-BRG-SPH-22224K-NORMAL-04058,SPHERICAL ROLLER BEARING 120X215X58MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,20331.34,9,21
MAT-482957,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,BRG SPH RLLR 22224K NORMAL,brg sph rllr 22224k normal,CNMC-BRG-SPH-22224K-NORMAL-04058,SPHERICAL ROLLER BEARING 120X215X58MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,18319.63,2,9
MAT-668449,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,PRESSURE GAUGE 0-16 KG/CM2 DIAL 100MM,pressure gauge 0-16 kg/cm2 dial 100mm,CNMC-INS-GAUGE-0-16KGCM2-100MM-04059,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2492.23,13,30
MAT-750172,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,PRESSURE GAUGE 0-16 KG/CM2 DIAL 100MM,pressure gauge 0-16 kg/cm2 dial 100mm,CNMC-INS-GAUGE-0-16KGCM2-100MM-04060,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2813.66,1,4
MAT-796935,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,CONTACTOR 70A 3P 230VAC 3TF48,contactor 70a 3p 230vac 3tf48,CNMC-ELE-CONT-70A-3TF48-230V-04061,3-POLE POWER CONTACTOR 70A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,10263.11,7,22
MAT-773142,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,BEARING BALL 6204 2RS1 C3,bearing ball 6204 2rs1 c3,CNMC-BRG-DGBB-6204-2RS1-04062,DEEP GROOVE BALL BEARING 20X47X14MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,260.78,8,24
MAT-811510,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,BEARING BALL 6312 OPEN C3,bearing ball 6312 open c3,CNMC-BRG-DGBB-6312-OPEN-04063,DEEP GROOVE BALL BEARING 60X130X31MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2736.97,10,46
MAT-128623,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,MCCB 250A 4P 36KA THERM-MAG,mccb 250a 4p 36ka therm-mag,CNMC-ELE-MCCB-250A-4P-36KA-04064,MOULDED CASE CIRCUIT BREAKER 250A 4P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,27262.86,17,53
MAT-365870,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,BEARING SPH ROLLER 22220 NORMAL,bearing sph roller 22220 normal,CNMC-BRG-SPH-22220-NORMAL-04065,SPHERICAL ROLLER BEARING 100X180X46MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,10852.29,3,16
MAT-592307,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,PRESSURE GAUGE 0-10 KG/CM2 DIAL 100MM,pressure gauge 0-10 kg/cm2 dial 100mm,CNMC-INS-GAUGE-0-10KGCM2-100MM-04066,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-10 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,2241.44,5,21
MAT-963470,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,Press Gauge 0-10 Kg/Cm2 Dial 100Mm,press gauge 0-10 kg/cm2 dial 100mm,CNMC-INS-GAUGE-0-10KGCM2-100MM-04066,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-10 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,2678.59,4,13
MAT-545763,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,PR GAUGE 0-10 KG/CM2 DIAL 100MM,pr gauge 0-10 kg/cm2 dial 100mm,CNMC-INS-GAUGE-0-10KGCM2-100MM-04066,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-10 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,2902.36,2,9
