material_id,cpse_name,sector,plant,legacy_material_code,material_description,short_description,material_category,material_subcategory,technical_specification,material_grade,size,manufacturer,manufacturer_part_number,uom,unit_price,currency,annual_consumption,lead_time_days,criticality,procurement_type,supplier,last_purchase_date,status,canonical_material_id,common_national_material_code,duplicate_group_id,equivalence_group_id,match_type,equivalence_label,standardized_description,standardized_specification
MAT-ST-004862,SAIL,Steel,SAIL-PLANT-04,ST-498908,"Hydraulic Hose, SAE 100R2AT, 1 inch","Hydraulic Hose, SAE 100R2AT, 1 inch",Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,Bharat Engineering,MP-34838,M,51969.65,INR,981,35,MEDIUM,Domestic,Supplier A,2022-08-30,ACTIVE,CAN-ST-00382,NMC-ST-00382,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-004863,RINL,Steel,RINL-PLANT-01,ST-106945,415V INDUCTION MOTOR 30 KW,415V INDUCTION MOTOR 30 KW,Motors,Induction Motor,IEC 60034,415V,30 kW,ABC Industries,MP-12842,MTR,61647.33,INR,4373,39,HIGH,Domestic,Supplier D,2023-11-23,BLOCKED,CAN-ST-00574,NMC-ST-00574,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-004864,MOIL,Steel,MOIL-PLANT-06,ST-894009,High Alumina Brick SMLS Al2O3 >70% 230x114x65 mm,High Alumina Brick SMLS Al2O3 >70% 230x1,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,Precision Works,MP-74150,NOS,22607.66,INR,920,36,MEDIUM,Rate Contract,Supplier B,2023-02-07,ACTIVE,CAN-ST-00133,NMC-ST-00133,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004865,NMDC,Steel,NMDC-PLANT-03,ST-550086,Conveyor Belt SMLS EP1000/4 1200 mm,Conveyor Belt SMLS EP1000/4 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,ABC Industries,MP-36429,EA,49154.53,INR,32,79,LOW,Domestic,Supplier A,2024-04-01,ACTIVE,CAN-ST-00430,NMC-ST-00430,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-004866,SAIL,Steel,SAIL-PLANT-07,ST-107467,High Alumina Brick - Al2O3 >70% - 230x114x65 mm,High Alumina Brick - Al2O3 >70% - 230x11,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,OEM Equivalent,MP-59342,KG,248304.75,INR,4062,77,MEDIUM,Domestic,Supplier D,2024-06-25,ACTIVE,CAN-ST-00199,NMC-ST-00199,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004867,MOIL,Steel,MOIL-PLANT-04,ST-464183,SAE 100R2AT Hydraulic Hose DIA 1 inch,SAE 100R2AT Hydraulic Hose DIA 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,ABC Industries,MP-95512,MTR,98769.44,INR,3264,22,MEDIUM,Rate Contract,Supplier C,2023-01-22,ACTIVE,CAN-ST-00391,NMC-ST-00391,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-004868,MOIL,Steel,MOIL-PLANT-04,ST-577132,Al2O3 >70% High Alumina Brick 230x114x65 mm,Al2O3 >70% High Alumina Brick 230x114x65,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,OEM Equivalent,MP-41422,M,139971.61,INR,1892,41,CRITICAL,Imported,Supplier B,2024-02-16,ACTIVE,CAN-ST-00113,NMC-ST-00113,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004869,RINL,Steel,RINL-PLANT-01,ST-962366,"Welding Electrode, E7018, 3.15 mm","Welding Electrode, E7018, 3.15 mm",Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,Bharat Engineering,MP-82737,LTR,176228.65,INR,3643,42,LOW,Domestic,Supplier C,2022-08-22,ACTIVE,CAN-ST-00749,NMC-ST-00749,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-004870,SAIL,Steel,SAIL-PLANT-07,ST-287864,Process Pump - CS - 80 m3/h,Process Pump - CS - 80 m3/h,Pumps,Process Pump,API 610,CS,80 m3/h,National Components,MP-85904,M,150626.06,INR,57,26,MEDIUM,Domestic,Supplier A,2024-03-20,BLOCKED,CAN-ST-00687,NMC-ST-00687,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,CS Process Pump 80 m3/h,API 610
MAT-ST-004871,SAIL,Steel,SAIL-PLANT-04,ST-437714,CS Process Pump 80 m3/h,CS Process Pump 80 m3/h,Pumps,Process Pump,API 610,CS,80 m3/h,National Components,MP-83136,NOS,162944.76,INR,2148,19,CRITICAL,Imported,Supplier D,2024-04-02,ACTIVE,CAN-ST-00678,NMC-ST-00678,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,CS Process Pump 80 m3/h,API 610
MAT-ST-004872,SAIL,Steel,SAIL-PLANT-01,ST-553085,Helical Gearbox - 15 kW - 20:1,Helical Gearbox - 15 kW - 20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,OEM Equivalent,MP-60791,NOS,154664.68,INR,999,51,MEDIUM,Domestic,Supplier B,2026-07-03,ACTIVE,CAN-ST-00282,NMC-ST-00282,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-004873,SAIL,Steel,SAIL-PLANT-01,ST-360286,Conveyor  Belt  EP1000/4  1200  mm,Conveyor  Belt  EP1000/4  1200  mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,National Components,MP-71191,MTR,211435.43,INR,517,18,MEDIUM,Domestic,Supplier D,2025-06-13,ACTIVE,CAN-ST-00488,NMC-ST-00488,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-004874,RINL,Steel,RINL-PLANT-06,ST-690945,Welding Electrode SMLS E7018 3.15 mm,Welding Electrode SMLS E7018 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,Precision Works,MP-40366,M,240153.74,INR,2935,67,HIGH,Domestic,Supplier C,2025-08-24,ACTIVE,CAN-ST-00723,NMC-ST-00723,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-004875,NMDC,Steel,NMDC-PLANT-01,ST-457663,415V Induction Motor 30 kW,415V Induction Motor 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,National Components,MP-45291,KG,141583.51,INR,1491,17,MEDIUM,Rate Contract,Supplier C,2024-10-13,ACTIVE,CAN-ST-00538,NMC-ST-00538,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-004876,MOIL,Steel,MOIL-PLANT-05,ST-657882,Process Pump CS 80 m3/h,Process Pump CS 80 m3/h,Pumps,Process Pump,API 610,CS,80 m3/h,ABC Industries,MP-20003,PC,190457.99,INR,3713,76,HIGH,Rate Contract,Supplier C,2024-11-21,ACTIVE,CAN-ST-00700,NMC-ST-00700,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,CS Process Pump 80 m3/h,API 610
MAT-ST-004877,NMDC,Steel,NMDC-PLANT-08,ST-274953,Induction Motor 415V 30 kW,Induction Motor 415V 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,ABC Industries,MP-73500,NOS,19729.93,INR,3101,30,HIGH,Imported,Supplier B,2024-12-03,ACTIVE,CAN-ST-00533,NMC-ST-00533,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-004878,SAIL,Steel,SAIL-PLANT-06,ST-921616,Hydraulic Hose SMLS SAE 100R2AT 1 inch,Hydraulic Hose SMLS SAE 100R2AT 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,National Components,MP-29653,EA,37312.05,INR,2015,86,MEDIUM,Imported,Supplier C,2026-07-29,ACTIVE,CAN-ST-00367,NMC-ST-00367,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-004879,RINL,Steel,RINL-PLANT-07,ST-171705,"Hydraulic Hose, SAE 100R2AT, 1 inch","Hydraulic Hose, SAE 100R2AT, 1 inch",Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,OEM Equivalent,MP-31390,NOS,204803.53,INR,2387,74,CRITICAL,Domestic,Supplier B,2025-12-29,BLOCKED,CAN-ST-00338,NMC-ST-00338,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-004880,MOIL,Steel,MOIL-PLANT-06,ST-223269,HELICAL GEARBOX - 15 KW - 20:1,HELICAL GEARBOX - 15 KW - 20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,OEM Equivalent,MP-34655,NOS,242039.01,INR,4913,53,LOW,Imported,Supplier D,2024-04-20,ACTIVE,CAN-ST-00216,NMC-ST-00216,DUP-ST-00800,EQ-ST-00800,UNRELATED,0,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-004881,SAIL,Steel,SAIL-PLANT-03,ST-993164,High Alumina Brick Al2O3 >70% 230x114x65 mm,High Alumina Brick Al2O3 >70% 230x114x65,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,ABC Industries,MP-10233,M,26676.3,INR,2894,77,HIGH,Domestic,Supplier D,2022-11-30,ACTIVE,CAN-ST-00165,NMC-ST-00165,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004882,SAIL,Steel,SAIL-PLANT-01,ST-267132,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,Precision Works,MP-20680,KG,47551.59,INR,4302,81,CRITICAL,Domestic,Supplier B,2023-11-08,BLOCKED,CAN-ST-00362,NMC-ST-00362,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-004883,MOIL,Steel,MOIL-PLANT-02,ST-506605,High Alumina Brick - Al2O3 >70% - 230x114x65 mm,High Alumina Brick - Al2O3 >70% - 230x11,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,ABC Industries,MP-23265,LTR,78716.27,INR,1755,26,MEDIUM,Rate Contract,Supplier C,2025-08-05,ACTIVE,CAN-ST-00188,NMC-ST-00188,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004884,MOIL,Steel,MOIL-PLANT-07,ST-683568,"Hydraulic Hose, SAE 100R2AT, 1 inch","Hydraulic Hose, SAE 100R2AT, 1 inch",Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,National Components,MP-63680,M,157699.31,INR,725,11,CRITICAL,Domestic,Supplier C,2024-04-11,BLOCKED,CAN-ST-00385,NMC-ST-00385,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-004885,RINL,Steel,RINL-PLANT-07,ST-707089,EP1000/4 Conveyor Belt 1200 mm,EP1000/4 Conveyor Belt 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,Bharat Engineering,MP-62639,KG,199487.51,INR,3580,70,CRITICAL,Domestic,Supplier C,2025-02-11,ACTIVE,CAN-ST-00430,NMC-ST-00430,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-004886,SAIL,Steel,SAIL-PLANT-03,ST-646126,"High Alumina Brick, Al2O3 >70%, 230x114x65 mm","High Alumina Brick, Al2O3 >70%, 230x114x",Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,Bharat Engineering,MP-63183,EA,105876.15,INR,2271,69,LOW,Domestic,Supplier D,2024-02-16,ACTIVE,CAN-ST-00149,NMC-ST-00149,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004887,SAIL,Steel,SAIL-PLANT-05,ST-549863,Al2O3 >70% High Alumina Brick 230x114x65 mm,Al2O3 >70% High Alumina Brick 230x114x65,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,ABC Industries,MP-76690,MTR,188211.08,INR,1017,84,CRITICAL,Imported,Supplier A,2026-07-30,ACTIVE,CAN-ST-00186,NMC-ST-00186,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004888,MOIL,Steel,MOIL-PLANT-04,ST-770805,Welding Electrode E7018 3.15 mm,Welding Electrode E7018 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,ABC Industries,MP-51549,PC,192721.67,INR,1316,10,MEDIUM,Imported,Supplier A,2025-06-07,ACTIVE,CAN-ST-00707,NMC-ST-00707,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-004889,NMDC,Steel,NMDC-PLANT-06,ST-518796,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT Hydraulic Hose 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,OEM Equivalent,MP-77521,EA,130967.61,INR,288,54,MEDIUM,Imported,Supplier A,2024-05-30,ACTIVE,CAN-ST-00304,NMC-ST-00304,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-004890,RINL,Steel,RINL-PLANT-04,ST-368316,E7018 Welding Electrode 3.15 mm,E7018 Welding Electrode 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,National Components,MP-50834,PC,87582.13,INR,2872,67,HIGH,Domestic,Supplier C,2025-05-30,ACTIVE,CAN-ST-00713,NMC-ST-00713,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-004891,MOIL,Steel,MOIL-PLANT-03,ST-940900,High Alumina Brick SMLS Al2O3 >70% 230x114x65 mm,High Alumina Brick SMLS Al2O3 >70% 230x1,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,National Components,MP-60122,LTR,175065.19,INR,1662,10,CRITICAL,Imported,Supplier B,2024-12-24,ACTIVE,CAN-ST-00159,NMC-ST-00159,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004892,MOIL,Steel,MOIL-PLANT-01,ST-481624,SAE 100R2AT Hydraulic Hose 1 IN,SAE 100R2AT Hydraulic Hose 1 IN,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,OEM Equivalent,MP-55580,LTR,81076.32,INR,4846,50,MEDIUM,Rate Contract,Supplier A,2025-03-05,ACTIVE,CAN-ST-00367,NMC-ST-00367,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-004893,SAIL,Steel,SAIL-PLANT-02,ST-803338,6312 ZZ Deep Groove Ball Bearing DIA 6312,6312 ZZ Deep Groove Ball Bearing DIA 631,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,OEM Equivalent,MP-69887,MTR,69511.03,INR,2779,70,HIGH,Imported,Supplier B,2025-11-18,ACTIVE,CAN-ST-00067,NMC-ST-00067,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-004894,MOIL,Steel,MOIL-PLANT-05,ST-473429,High Alumina Brick Al2O3 >70% 230x114x65 mm,High Alumina Brick Al2O3 >70% 230x114x65,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,Precision Works,MP-46225,M,91487.15,INR,324,89,CRITICAL,Domestic,Supplier D,2025-05-21,BLOCKED,CAN-ST-00115,NMC-ST-00115,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004895,SAIL,Steel,SAIL-PLANT-04,ST-212414,Welding Electrode E7018 3.15 mm,Welding Electrode E7018 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,Bharat Engineering,MP-19773,PC,155871.38,INR,2705,15,HIGH,Rate Contract,Supplier A,2023-11-14,ACTIVE,CAN-ST-00774,NMC-ST-00774,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-004896,MOIL,Steel,MOIL-PLANT-05,ST-527403,"Conveyor Belt, EP1000/4, 1200 mm","Conveyor Belt, EP1000/4, 1200 mm",Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,ABC Industries,MP-41849,MTR,197395.23,INR,1875,88,MEDIUM,Imported,Supplier D,2026-01-11,BLOCKED,CAN-ST-00468,NMC-ST-00468,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-004897,MOIL,Steel,MOIL-PLANT-08,ST-604152,CONVEYOR BELT - EP1000/4 - 1200 MM,CONVEYOR BELT - EP1000/4 - 1200 MM,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,Precision Works,MP-78241,EA,211800.61,INR,3214,25,HIGH,Domestic,Supplier C,2024-05-15,ACTIVE,CAN-ST-00440,NMC-ST-00440,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-004898,MOIL,Steel,MOIL-PLANT-05,ST-177409,Deep Groove Ball Bearing - 6312 ZZ - 6312,Deep Groove Ball Bearing - 6312 ZZ - 631,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,OEM Equivalent,MP-51141,LTR,248841.4,INR,3357,15,MEDIUM,Rate Contract,Supplier D,2025-10-06,ACTIVE,CAN-ST-00036,NMC-ST-00036,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-004899,NMDC,Steel,NMDC-PLANT-01,ST-142347,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,National Components,MP-30568,NOS,13282.37,INR,2405,76,HIGH,Domestic,Supplier B,2022-12-09,ACTIVE,CAN-ST-00378,NMC-ST-00378,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-004900,MOIL,Steel,MOIL-PLANT-01,ST-584323,High Alumina Brick Al2O3 >70% 230x114x65 mm,High Alumina Brick Al2O3 >70% 230x114x65,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,ABC Industries,MP-14749,M,42483.22,INR,1324,64,CRITICAL,Imported,Supplier B,2023-05-29,ACTIVE,CAN-ST-00161,NMC-ST-00161,DUP-ST-00800,EQ-ST-00800,UNRELATED,0,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004901,NMDC,Steel,NMDC-PLANT-08,ST-578202,Al2O3 >70% High Alumina Brick 230x114x65 mm,Al2O3 >70% High Alumina Brick 230x114x65,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,National Components,MP-40980,KG,70812.42,INR,319,6,HIGH,Imported,Supplier B,2022-11-08,ACTIVE,CAN-ST-00117,NMC-ST-00117,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004902,MOIL,Steel,MOIL-PLANT-02,ST-266768,"Conveyor  Belt,  EP1000/4,  1200  mm","Conveyor  Belt,  EP1000/4,  1200  mm",Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,OEM Equivalent,MP-67055,PC,245987.46,INR,1037,31,HIGH,Rate Contract,Supplier D,2023-03-13,ACTIVE,CAN-ST-00425,NMC-ST-00425,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-004903,SAIL,Steel,SAIL-PLANT-03,ST-634691,Conveyor Belt SMLS EP1000/4 1200 mm,Conveyor Belt SMLS EP1000/4 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,OEM Equivalent,MP-28954,NOS,169973.51,INR,1898,83,MEDIUM,Rate Contract,Supplier D,2025-07-11,ACTIVE,CAN-ST-00439,NMC-ST-00439,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-004904,MOIL,Steel,MOIL-PLANT-08,ST-145691,6312 ZZ Deep Groove Ball Bearing DIA 6312,6312 ZZ Deep Groove Ball Bearing DIA 631,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,National Components,MP-80971,M,17634.46,INR,488,12,HIGH,Rate Contract,Supplier A,2025-10-14,ACTIVE,CAN-ST-00077,NMC-ST-00077,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-004905,NMDC,Steel,NMDC-PLANT-07,ST-245314,Al2O3 >70% High Alumina Brick 230x114x65 mm,Al2O3 >70% High Alumina Brick 230x114x65,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,Bharat Engineering,MP-83488,EA,132347.17,INR,4920,17,CRITICAL,Rate Contract,Supplier D,2025-03-03,ACTIVE,CAN-ST-00134,NMC-ST-00134,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004906,RINL,Steel,RINL-PLANT-02,ST-973299,Conveyor Belt EP1000/4 1200 mm,Conveyor Belt EP1000/4 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,Bharat Engineering,MP-58584,MTR,109666.22,INR,4009,77,HIGH,Imported,Supplier A,2023-01-11,ACTIVE,CAN-ST-00462,NMC-ST-00462,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-004907,NMDC,Steel,NMDC-PLANT-06,ST-833546,"Induction Motor, 415V, 30 kW","Induction Motor, 415V, 30 kW",Motors,Induction Motor,IEC 60034,415V,30 kW,Bharat Engineering,MP-39910,KG,187647.72,INR,1105,17,HIGH,Rate Contract,Supplier C,2022-09-22,ACTIVE,CAN-ST-00519,NMC-ST-00519,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-004908,RINL,Steel,RINL-PLANT-06,ST-548185,Induction Motor SMLS 415V 30 kW,Induction Motor SMLS 415V 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,National Components,MP-16125,KG,66709.88,INR,2525,46,LOW,Rate Contract,Supplier A,2025-05-11,ACTIVE,CAN-ST-00522,NMC-ST-00522,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-004909,NMDC,Steel,NMDC-PLANT-04,ST-457407,High Alumina Brick Al2O3 >70% 230x114x65 mm,High Alumina Brick Al2O3 >70% 230x114x65,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,ABC Industries,MP-60776,EA,242447.12,INR,4815,4,HIGH,Imported,Supplier B,2022-12-25,ACTIVE,CAN-ST-00150,NMC-ST-00150,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-004910,SAIL,Steel,SAIL-PLANT-08,ST-956694,Helical Gearbox 15 kW 20:1,Helical Gearbox 15 kW 20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,ABC Industries,MP-60478,NOS,214065.13,INR,1503,26,LOW,Rate Contract,Supplier B,2023-02-24,ACTIVE,CAN-ST-00286,NMC-ST-00286,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-004911,RINL,Steel,RINL-PLANT-05,ST-754697,"Conveyor Belt, EP1000/4, 1200 mm","Conveyor Belt, EP1000/4, 1200 mm",Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,ABC Industries,MP-26343,MTR,25841.76,INR,1122,63,HIGH,Domestic,Supplier A,2024-12-29,ACTIVE,CAN-ST-00402,NMC-ST-00402,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-004912,SAIL,Steel,SAIL-PLANT-05,ST-205074,SAE 100R2AT Hydraulic Hose DIA 1 inch,SAE 100R2AT Hydraulic Hose DIA 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,ABC Industries,MP-72132,MTR,237664.52,INR,3786,5,CRITICAL,Rate Contract,Supplier C,2023-02-01,ACTIVE,CAN-ST-00311,NMC-ST-00311,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-004913,RINL,Steel,RINL-PLANT-05,ST-700825,Induction Motor 415V 30 kW,Induction Motor 415V 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,Bharat Engineering,MP-51239,LTR,226226.47,INR,3204,14,CRITICAL,Domestic,Supplier C,2024-02-07,ACTIVE,CAN-ST-00547,NMC-ST-00547,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,415V Induction Motor 30 kW,IEC 60034
