source_material_code,cpse_id,plant_code,raw_description,cleaned_description,cnmc_code,canonical_description,category_id,standard_uom,source_uom,match_type,match_confidence,review_status,issue_flag,unit_price_inr,current_stock_qty,annual_procurement_qty
BH-10284,BHEL_HE,BHEL_HYDERABAD,AC Contactor 32A 415V,ac contactor 32a 415v,NMC-GEN-SWG-0001,Ac Contactor 32A 415V,SWITCHGEAR,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,3276.84,37,130
CP-10290,CPCL_OG,CPCL_MANALI,MCCB 250A 4P,moulded case circuit breaker 250a 4p,NMC-GEN-SWG-0002,Moulded Case Circuit Breaker 250A 4P,SWITCHGEAR,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,17420.02,38,79
NT-10291,NTPC_PW,NTPC_SINGRAULI,MCCB 250A 4P,moulded case circuit breaker 250a 4p,NMC-GEN-SWG-0002,Moulded Case Circuit Breaker 250A 4P,SWITCHGEAR,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,17959.01,42,249
SA-10292,SAIL_ST,SAIL_BHILAI,MCCB 250A 4P,moulded case circuit breaker 250a 4p,NMC-GEN-SWG-0002,Moulded Case Circuit Breaker 250A 4P,SWITCHGEAR,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,18703.92,19,28
CI-10293,CIL_MN,CIL_SINGRAULI,MCCB 250A 4P,moulded case circuit breaker 250a 4p,NMC-GEN-SWG-0002,Moulded Case Circuit Breaker 250A 4P,SWITCHGEAR,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,17846.75,21,100
BH-10294,BHEL_HE,BHEL_HYDERABAD,MCCB 250A 4P,moulded case circuit breaker 250a 4p,NMC-GEN-SWG-0002,Moulded Case Circuit Breaker 250A 4P,SWITCHGEAR,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,17798.72,55,235
CP-10300,CPCL_OG,CPCL_MANALI,Industrial Gear Oil ISO VG 220,industrial gear oil iso vg 220,NMC-GEN-RPC-0002,Industrial Gear Oil Iso Vg 220,ROPES_CHAINS,LTR,LTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,401.65,61,242
NT-10301,NTPC_PW,NTPC_SINGRAULI,Industrial Gear Oil ISO VG 220,industrial gear oil iso vg 220,NMC-GEN-RPC-0002,Industrial Gear Oil Iso Vg 220,ROPES_CHAINS,LTR,LTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,385.13,55,226
SA-10302,SAIL_ST,SAIL_BHILAI,Industrial Gear Oil ISO VG 220,industrial gear oil iso vg 220,NMC-GEN-RPC-0002,Industrial Gear Oil Iso Vg 220,ROPES_CHAINS,LTR,LTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,436.95,76,394
CI-10303,CIL_MN,CIL_SINGRAULI,Industrial Gear Oil ISO VG 220,industrial gear oil iso vg 220,NMC-GEN-RPC-0002,Industrial Gear Oil Iso Vg 220,ROPES_CHAINS,LTR,LTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,382.5,75,231
BH-10304,BHEL_HE,BHEL_HYDERABAD,Industrial Gear Oil ISO VG 220,industrial gear oil iso vg 220,NMC-GEN-RPC-0002,Industrial Gear Oil Iso Vg 220,ROPES_CHAINS,LTR,LTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,410.63,47,175
CP-10310,CPCL_OG,CPCL_MANALI,SPH ROLLER BRG Bearing 32212,spherical roller bearing bearing 32212,NMC-GEN-BRG-0004,Spherical 60x110x29 mm ISO 355,BEARINGS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,4380.69,55,302
NT-10311,NTPC_PW,NTPC_SINGRAULI,Spherical Roller Brg Bearing 32212,spherical roller bearing bearing 32212,NMC-GEN-BRG-0004,Spherical 60x110x29 mm ISO 355,BEARINGS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,4376.93,71,343
SA-10312,SAIL_ST,SAIL_BHILAI,ROLL NECK BEARING Bearing 32212,spherical roller bearing bearing 32212,NMC-GEN-BRG-0004,Spherical 60x110x29 mm ISO 355,BEARINGS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,4471.62,64,144
CI-10313,CIL_MN,CIL_SINGRAULI,SRB Bearing 32212,spherical roller bearing bearing 32212,NMC-GEN-BRG-0004,Spherical 60x110x29 mm ISO 355,BEARINGS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,4077.95,64,46
BH-10314,BHEL_HE,BHEL_HYDERABAD,SPHERICAL ROLLER BEARING Bearing 32212,spherical roller bearing bearing 32212,NMC-GEN-BRG-0004,Spherical 60x110x29 mm ISO 355,BEARINGS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,4150.98,53,110
CP-10320,CPCL_OG,CPCL_MANALI,O-Ring 50 x 3.5 mm NBR,o-ring 50 x 3.5 mm nitrile rubber,NMC-GEN-GSK-0007,O-Ring Rubber ISO 3601,GASKETS_SEALS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,36.96,18,88
NT-10321,NTPC_PW,NTPC_SINGRAULI,O-Ring 50 x 3.5 mm NBR,o-ring 50 x 3.5 mm nitrile rubber,NMC-GEN-GSK-0007,O-Ring Rubber ISO 3601,GASKETS_SEALS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,35.35,52,39
SA-10322,SAIL_ST,SAIL_BHILAI,O-Ring 50 x 3.5 mm NBR,o-ring 50 x 3.5 mm nitrile rubber,NMC-GEN-GSK-0007,O-Ring Rubber ISO 3601,GASKETS_SEALS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,32.99,56,97
CI-10323,CIL_MN,CIL_SINGRAULI,O-Ring 50 x 3.5 mm NBR,o-ring 50 x 3.5 mm nitrile rubber,NMC-GEN-GSK-0007,O-Ring Rubber ISO 3601,GASKETS_SEALS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,37.1,25,24
BH-10324,BHEL_HE,BHEL_HYDERABAD,O-Ring 50 x 3.5 mm NBR,o-ring 50 x 3.5 mm nitrile rubber,NMC-GEN-GSK-0007,O-Ring Rubber ISO 3601,GASKETS_SEALS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,33.92,43,75
CP-30010,CPCL_OG,CPCL_MANALI,Refinery Catalyst Beads 3mm,refinery catalyst beads 3mm,NMC-GEN-BRG-0005,Refinery Catalyst Beads 3Mm,BEARINGS,KG,KG,UNIQUE_MATERIAL,0.88,APPROVED,,951.75,45,216
NT-30011,NTPC_PW,NTPC_SINGRAULI,Power Transformer 25MVA 33/11kV Dyn11,power transformer 25mva 33 11kv dyn11,NMC-GEN-TRF-0001,Power Transformer 25Mva 33 11Kv Dyn11,TRANSFORMERS,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,19949201.15,37,210
SA-30012,SAIL_ST,SAIL_BHILAI,Fireclay Refractory Brick 230x114x75mm,fireclay refractory brick 230x114x75mm,NMC-GEN-REF-0001,Fireclay 230x114x75 mm IS 8,REFRACTORIES,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,92.75,55,156
CI-30013,CIL_MN,CIL_SINGRAULI,Tricone Rock Drill Bit 8.5in IADC 517,tricone rock drill bit 8.5in iadc code 517,NMC-GEN-DRL-0002,Tricone Rock Drill Bit 8.5In Iadc Code 517,DRILLING_MINING,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,198002.53,62,40
BH-30014,BHEL_HE,BHEL_HYDERABAD,Helical Gearbox 22kW Ratio 20:1,helical gearbox 22kw ratio 20:1,NMC-GEN-PIP-0001,Helical Gearbox 22Kw Ratio 20:1,PIPE_FITTINGS,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,195142.51,8,27
CP-30020,CPCL_OG,CPCL_MANALI,API Drill Collar 6.5 inch,api drill collar 6.5 inch,NMC-GEN-DRL-0003,Api Drill Collar 6.5 Inch,DRILLING_MINING,MTR,MTR,UNIQUE_MATERIAL,0.88,APPROVED,,120045.0,10,54
NT-30021,NTPC_PW,NTPC_SINGRAULI,VCB 11kV 1250A,vacuum circuit breaker 11kv 1250a,NMC-GEN-SWG-0003,Vacuum Circuit Breaker 11Kv 1250A,SWITCHGEAR,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,748233.31,7,6
SA-30022,SAIL_ST,SAIL_BHILAI,Continuous Cast Square Billet 130x130mm,continuous cast square billet 130x130mm,NMC-GEN-STL-0001,Continuous Carbon Steel IS 2830,STRUCTURAL_STEEL,MT,MT,UNIQUE_MATERIAL,0.88,APPROVED,,61092.09,27,18
CI-30023,CIL_MN,CIL_SINGRAULI,Manganese Jaw Crusher Liner,manganese jaw crusher liner,NMC-GEN-LIN-0001,Manganese Jaw Crusher Liner,WEAR_PARTS,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,170253.67,32,48
BH-30024,BHEL_HE,BHEL_HYDERABAD,Induction Motor 100HP 6P,induction motor 100hp 6p,NMC-GEN-MOT-0004,Induction Motor 100Hp 6P,MOTORS_DRIVES,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,226179.22,16,80
CP-30030,CPCL_OG,CPCL_MANALI,Explosion Proof Motor 11kW,explosion proof motor 11kw,NMC-GEN-SWG-0004,Explosion Proof Motor 11Kw,SWITCHGEAR,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,106878.43,61,161
NT-30031,NTPC_PW,NTPC_SINGRAULI,Polymeric Line Insulator 33kV,polymeric line insulator 33kv,NMC-GEN-SWG-0005,Polymeric Rubber IEC 61109,SWITCHGEAR,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,8993.35,23,40
CP-50040,CPCL_OG,CPCL_MANALI,Steel Wire Rope 6x36 IWRC 24mm,steel wire rope 6x36 independent wire rope core 24mm,NMC-GEN-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,631.02,19,89
CP-50050,CPCL_OG,CPCL_MANALI,Steel Wire Rope 6x36 IWRC 24mm,steel wire rope 6x36 independent wire rope core 24mm,NMC-GEN-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,MTR,KM,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,595024.16,7,24
SA-50042,SAIL_ST,SAIL_BHILAI,Steel Wire Rope 6x36 IWRC 24mm,steel wire rope 6x36 independent wire rope core 24mm,NMC-GEN-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,649.03,60,76
SA-50052,SAIL_ST,SAIL_BHILAI,Steel Wire Rope 6x36 IWRC 24mm,steel wire rope 6x36 independent wire rope core 24mm,NMC-GEN-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,MTR,KM,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,630091.66,78,49
BH-50044,BHEL_HE,BHEL_HYDERABAD,Steel Wire Rope 6x36 IWRC 24mm,steel wire rope 6x36 independent wire rope core 24mm,NMC-GEN-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,608.38,34,112
BH-50054,BHEL_HE,BHEL_HYDERABAD,Steel Wire Rope 6x36 IWRC 24mm,steel wire rope 6x36 independent wire rope core 24mm,NMC-GEN-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,MTR,KM,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,648122.74,62,65
CI-30033,CIL_MN,CIL_SINGRAULI,Steel Wire Rope 6x36 IWRC 24mm,steel wire rope 6x36 independent wire rope core 24mm,NMC-GEN-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,582.46,5,14
NT-50041,NTPC_PW,NTPC_SINGRAULI,Steel Wire Rope 6x36 IWRC 24mm,steel wire rope 6x36 independent wire rope core 24mm,NMC-GEN-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,630.84,62,43
NT-50051,NTPC_PW,NTPC_SINGRAULI,Steel Wire Rope 6x36 IWRC 24mm,steel wire rope 6x36 independent wire rope core 24mm,NMC-GEN-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,MTR,KM,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,627411.91,73,203
CI-50043,CIL_MN,CIL_SINGRAULI,Steel Wire Rope 6x36 IWRC 24mm,steel wire rope 6x36 independent wire rope core 24mm,NMC-GEN-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,602.74,80,62
CI-50053,CIL_MN,CIL_SINGRAULI,Steel Wire Rope 6x36 IWRC 24mm,steel wire rope 6x36 independent wire rope core 24mm,NMC-GEN-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,MTR,KM,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,634089.07,68,188
BH-30034,BHEL_HE,BHEL_HYDERABAD,Planetary Gearbox 250kW,planetary gearbox 250kw,NMC-GEN-GBX-0001,Planetary Gearbox 250Kw,GEARBOXES,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,1279554.26,50,228
CP-30040,CPCL_OG,CPCL_MANALI,Crude Oil Desalter Demister Pad,crude oil desalter demister pad,NMC-GEN-GSK-0008,Crude Oil Desalter Demister Pad,GASKETS_SEALS,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,157972.38,27,32
NT-30041,NTPC_PW,NTPC_SINGRAULI,Station Class Surge Arrester 33kV,station class surge arrester 33kv,NMC-GEN-TRF-0002,Station Class Surge Arrester 33Kv,TRANSFORMERS,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,43116.26,33,42
SA-30042,SAIL_ST,SAIL_BHILAI,Hadfield Steel Jaw Plate,hadfield steel jaw plate,NMC-GEN-LIN-0002,Hadfield Manganese Steel ASTM A128 MN,WEAR_PARTS,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,193416.53,40,237
CI-30043,CIL_MN,CIL_SINGRAULI,EP Conveyor Belt 1200mm 5 Ply,polyester nylon ep conveyor belt 1200mm 5 ply,NMC-GEN-BLT-0002,Polyester Nylon Ep Conveyor Belt 1200Mm 5 Ply,CONVEYOR_BELTING,MTR,MTR,UNIQUE_MATERIAL,0.88,APPROVED,,2973.02,17,80
BH-30044,BHEL_HE,BHEL_HYDERABAD,High Tensile Bolt M24 Grade 10.9,high tensile bolt m24 grade 10.9,NMC-GEN-FST-0005,High Tensile Bolt M24 Grade 10.9,FASTENERS,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,196.26,46,159
CP-30050,CPCL_OG,CPCL_MANALI,API 6D Trunnion Ball Valve 300NB CL600,api 6d trunnion ball valve 300nb class 600,NMC-GEN-VLV-0004,Api 300NB Class 600 Carbon Steel API 6D,VALVES_FLOW,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,184464.99,49,59
NT-30051,NTPC_PW,NTPC_SINGRAULI,AAAC Conductor Moose,aaac conductor moose,NMC-GEN-CBL-0004,Aaac Aluminium IS 398,CABLES_CONDUCTORS,MTR,MTR,UNIQUE_MATERIAL,0.88,APPROVED,,788.64,45,25
SA-30052,SAIL_ST,SAIL_BHILAI,Basic Oxygen Furnace Tuyere,basic oxygen furnace tuyere,NMC-GEN-MOT-0005,Basic Oxygen Furnace Tuyere,MOTORS_DRIVES,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,337970.94,64,86
CI-30053,CIL_MN,CIL_SINGRAULI,DTH Hammer 6 inch,dth hammer 150nb (6inch),NMC-GEN-DRL-0004,Dth Hammer 150Nb (6Inch),DRILLING_MINING,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,144714.96,48,259
BH-30054,BHEL_HE,BHEL_HYDERABAD,CNC Hydraulic Power Pack 15kW,cnc hydraulic power pack 15kw,NMC-GEN-GBX-0002,Cnc Hydraulic Power Pack 15Kw,GEARBOXES,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,298484.93,57,118
CP-30060,CPCL_OG,CPCL_MANALI,Spiral Wound Gasket 600NB CL300,spiral wound gasket 600nb class 300,NMC-GEN-GSK-0009,Spiral 600NB Class 300 Stainless Steel 316 ASME B16.20,GASKETS_SEALS,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,19463.54,36,175
NT-30061,NTPC_PW,NTPC_SINGRAULI,Battery Charger 220V DC 100A,battery charger 220v dc 100a,NMC-GEN-SWG-0006,Battery Charger 220V Dc 100A,SWITCHGEAR,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,303660.62,70,282
SA-30062,SAIL_ST,SAIL_BHILAI,Hot Strip Mill Work Roll,hot strip mill work roll,NMC-GEN-STL-0002,Hot Strip Mill Work Roll,STRUCTURAL_STEEL,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,1856802.97,77,175
CI-30063,CIL_MN,CIL_SINGRAULI,Dragline Bucket Tooth,dragline bucket tooth,NMC-GEN-FST-0006,Dragline Bucket Tooth,FASTENERS,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,41076.62,33,38
BH-30064,BHEL_HE,BHEL_HYDERABAD,Servo Motor 5kW 3000RPM,servo motor 5kw 3000rpm,NMC-GEN-MOT-0006,Servo Motor 5Kw 3000Rpm,MOTORS_DRIVES,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,160084.17,59,153
CP-30070,CPCL_OG,CPCL_MANALI,Refinery Steam Trap 25NB,refinery steam trap 25nb,NMC-GEN-VLV-0005,Refinery 25NB Carbon Steel API 612,VALVES_FLOW,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,18464.0,74,349
NT-30071,NTPC_PW,NTPC_SINGRAULI,Boiler Feed Pump Impeller,boiler feed pump impeller,NMC-GEN-PMP-0001,Boiler Feed Pump Impeller,PUMPS_ROTATING,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,286075.33,45,29
CI-30073,CIL_MN,CIL_SINGRAULI,Mine Ventilation Fan 75kW,mine ventilation fan 75kw,NMC-GEN-MOT-0007,Mine Ventilation Fan 75Kw,MOTORS_DRIVES,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,387987.21,47,155
BH-30074,BHEL_HE,BHEL_HYDERABAD,Worm Gearbox 7.5kW Ratio 40:1,worm gearbox 7.5kw ratio 40:1,NMC-GEN-PIP-0002,Worm Gearbox 7.5Kw Ratio 40:1,PIPE_FITTINGS,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,66725.75,78,398
CP-30080,CPCL_OG,CPCL_MANALI,PSV 50NB CL300,psv 50nb class 300,NMC-GEN-VLV-0006,Psv 50NB Class 300 Carbon Steel API 526,VALVES_FLOW,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,66862.0,73,41
NT-30081,NTPC_PW,NTPC_SINGRAULI,Generator Rotor Retaining Ring,generator rotor retaining ring,NMC-GEN-STL-0003,Generator Rotor Retaining Ring,STRUCTURAL_STEEL,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,1468839.71,26,34
SA-30082,SAIL_ST,SAIL_BHILAI,Graphite Electrode 600mm,graphite electrode 600nb (600mm),NMC-GEN-GSK-0010,Graphite 600NB Graphite,GASKETS_SEALS,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,120430.51,54,277
CI-30083,CIL_MN,CIL_SINGRAULI,Hydraulic Rock Breaker 1.5T,hydraulic rock breaker 1.5t,NMC-GEN-DRL-0005,Hydraulic Rock Breaker 1.5T,DRILLING_MINING,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,494666.88,32,192
BH-30084,BHEL_HE,BHEL_HYDERABAD,Machine Tool Spindle Bearing Set,machine tool spindle bearing set,NMC-GEN-BRG-0006,Machine Tool Spindle Bearing Set,BEARINGS,SET,SET,UNIQUE_MATERIAL,0.88,APPROVED,,85484.22,64,261
CP-30090,CPCL_OG,CPCL_MANALI,API 602 Needle Valve 25NB CL800,api 602 needle valve 25nb class 800,NMC-GEN-VLV-0007,Api 25NB Class 800 API 602,VALVES_FLOW,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,23380.01,13,43
NT-30091,NTPC_PW,NTPC_SINGRAULI,11kV XLPE Cable Termination Kit 3C x 400,11kv cross-linked polyethylene cable termination kit 3c x 400,NMC-GEN-CBL-0005,11Kv Cross-Linked Polyethylene Cable Termination Kit 3C X 400,CABLES_CONDUCTORS,SET,SET,UNIQUE_MATERIAL,0.88,APPROVED,,36955.66,33,94
SA-30092,SAIL_ST,SAIL_BHILAI,Refractory Castable High Alumina 70%,refractory castable high alumina 70%,NMC-GEN-REF-0002,Refractory Castable High Alumina 70%,REFRACTORIES,KG,KG,UNIQUE_MATERIAL,0.88,APPROVED,,150.73,49,266
CI-30093,CIL_MN,CIL_SINGRAULI,Crusher Mantle 1100mm,crusher mantle 1100mm,NMC-GEN-LIN-0003,Crusher Mantle 1100Mm,WEAR_PARTS,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,229415.65,46,131
BH-30094,BHEL_HE,BHEL_HYDERABAD,AC Drive 75kW 415V,ac drive 75kw 415v,NMC-GEN-MOT-0008,Ac Drive 75Kw 415V,MOTORS_DRIVES,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,203387.83,72,205
CP-30100,CPCL_OG,CPCL_MANALI,Flame Arrestor 150NB,flame arrestor 150nb,NMC-GEN-GSK-0011,Flame 150NB Stainless Steel 316,GASKETS_SEALS,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,57032.9,60,168
NT-30101,NTPC_PW,NTPC_SINGRAULI,Power Transformer Breather 1kg Silica Gel,power transformer breather 1kg silica gel,NMC-GEN-TRF-0003,Power Transformer Breather 1Kg Silica Gel,TRANSFORMERS,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,4095.81,31,45
SA-30102,SAIL_ST,SAIL_BHILAI,Hydraulic Cylinder 250mm Bore,hydraulic cylinder 250nb (250mm) bore,NMC-GEN-VLV-0008,Hydraulic Cylinder 250Nb (250Mm) Bore,VALVES_FLOW,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,299201.89,42,51
CI-30103,CIL_MN,CIL_SINGRAULI,Mining Shovel Hoist Rope 32mm,mining shovel hoist rope 32nb (32mm),NMC-GEN-RPC-0004,Mining 32NB IS 2266,ROPES_CHAINS,MTR,MTR,UNIQUE_MATERIAL,0.88,APPROVED,,864.05,25,61
BH-30104,BHEL_HE,BHEL_HYDERABAD,Brake Motor 22kW 4P,brake motor 22kw 4p,NMC-GEN-MOT-0009,Brake Motor 22Kw 4P,MOTORS_DRIVES,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,119868.65,63,172
CP-30110,CPCL_OG,CPCL_MANALI,Refinery Pump Casing 100x80,refinery pump casing 100x80,NMC-GEN-PMP-0002,Refinery Carbon Steel ASTM A216 WCB,PUMPS_ROTATING,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,173320.17,69,339
NT-30111,NTPC_PW,NTPC_SINGRAULI,CT 33kV 200/1A Class 0.2S,ct 33kv 200 1a class 0.2s,NMC-GEN-CBL-0006,Ct 33Kv 200 1A Class 0.2S,CABLES_CONDUCTORS,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,27671.78,14,31
SA-30112,SAIL_ST,SAIL_BHILAI,Pinch Roll Assembly 450mm,pinch roll assembly 450nb (450mm),NMC-GEN-STL-0004,Pinch Roll Assembly 450Nb (450Mm),STRUCTURAL_STEEL,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,472062.32,48,115
CI-30113,CIL_MN,CIL_SINGRAULI,Hydraulic Cylinder 300mm Bore Mining,hydraulic cylinder 300nb (300mm) bore mining,NMC-GEN-DRL-0006,Hydraulic Cylinder 300Nb (300Mm) Bore Mining,DRILLING_MINING,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,375147.14,70,99
BH-30114,BHEL_HE,BHEL_HYDERABAD,Precision Linear Guide 35mm,precision linear guide 35mm,NMC-GEN-RPC-0005,Precision Linear Guide 35Mm,ROPES_CHAINS,SET,SET,UNIQUE_MATERIAL,0.88,APPROVED,,65917.57,8,40
CP-30120,CPCL_OG,CPCL_MANALI,Gas Compressor Valve Plate,gas compressor valve plate,NMC-GEN-VLV-0009,Gas Compressor Valve Plate,VALVES_FLOW,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,70026.09,18,90
NT-30121,NTPC_PW,NTPC_SINGRAULI,Numerical Relay Feeder Protection,numerical relay feeder protection,NMC-GEN-TRF-0004,Numerical Relay Feeder Protection,TRANSFORMERS,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,177593.3,64,84
SA-30122,SAIL_ST,SAIL_BHILAI,Sinter Plant Burner Nozzle,sinter plant burner nozzle,NMC-GEN-GSK-0012,Sinter Plant Burner Nozzle,GASKETS_SEALS,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,19926.16,75,182
CI-30123,CIL_MN,CIL_SINGRAULI,Dust Suppression Spray Nozzle,dust suppression spray nozzle,NMC-GEN-PIP-0003,Dust 25NB Stainless Steel 316,PIPE_FITTINGS,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,3214.37,58,203
BH-30124,BHEL_HE,BHEL_HYDERABAD,Hydraulic Cylinder 160mm Bore,hydraulic cylinder 160mm bore,NMC-GEN-DRL-0007,Hydraulic Cylinder 160Mm Bore,DRILLING_MINING,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,138211.89,8,21
CP-30130,CPCL_OG,CPCL_MANALI,Refinery Catalyst Beads 3mm Variant 01,refinery catalyst beads 3mm variant 01,NMC-GEN-BRG-0007,Refinery Catalyst Beads 3Mm Variant 01,BEARINGS,KG,KG,UNIQUE_MATERIAL,0.88,APPROVED,,1069.55,63,89
NT-30131,NTPC_PW,NTPC_SINGRAULI,Power Transformer 25MVA 33/11kV Dyn11 Variant 01,power transformer 25mva 33 11kv dyn11 variant 01,NMC-GEN-TRF-0005,Power Transformer 25Mva 33 11Kv Dyn11 Variant 01,TRANSFORMERS,NOS,EA,UNIQUE_MATERIAL,0.88,APPROVED,,21207789.48,53,277
SA-30132,SAIL_ST,SAIL_BHILAI,Fireclay Refractory Brick 230x114x75mm Variant 01,fireclay refractory brick 230x114x75mm variant 01,NMC-GEN-REF-0003,Fireclay 230x114x75 mm IS 8,REFRACTORIES,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,83.23,8,14
CI-30133,CIL_MN,CIL_SINGRAULI,Tricone Rock Drill Bit 8.5in IADC 517 Variant 01,tricone rock drill bit 8.5in iadc code 517 variant 01,NMC-GEN-DRL-0008,Tricone Rock Drill Bit 8.5In Iadc Code 517 Variant 01,DRILLING_MINING,NOS,NOS,UNIQUE_MATERIAL,0.88,APPROVED,,195748.03,74,192
